id,timestamp,user_name,chinese_name,email,age,income,gender,country,chinese_address,purchase_history,is_active,registration_date,credit_score,phone_number,province_extracted,city_extracted,province_city_match
1,2025-01-09T01:38:20+00:00,UZPFPZJ,彭敏,xtnlkqsb@qq.com,36,73000.0,女,俄罗斯,广西壮族自治区绍兴和谐路152号2单元1384,"{""average_price"":15.940000000000001,""category"":""家居"",""items"":[{""id"":631},{""id"":762},{""id"":233},{""id"":535},{""id"":118},{""id"":449},{""id"":256},{""id"":404},{""id"":99},{""id"":638}]}",False,2024-10-02,423,918-668-7857,广西壮族自治区,绍兴,False
2,2023-07-08T22:53:52+00:00,UEHSG,高杰,rkpktrqz@outlook.com,58,223000.0,女,巴西,黑龙江省大连建设路127号1单元1835,"{""average_price"":563.4100000000001,""category"":""食品"",""items"":[{""id"":425},{""id"":678},{""id"":72},{""id"":666}]}",False,2021-03-19,567,205-503-3300,黑龙江省,大连,False
3,2023-12-31T20:00:57+00:00,fxuujvnk,姜子轩,vwnquvla@outlook.com,88,858000.0,男,美国,浙江省厦门繁荣路15号5单元1442,"{""average_price"":669.34,""category"":""书籍"",""items"":[{""id"":395},{""id"":148},{""id"":731},{""id"":847}]}",False,2022-05-07,767,673-105-7503,浙江省,厦门,False
4,2023-03-22T11:12:02+00:00,DDERCI,梁云,jpajekzz@qq.com,61,485000.0,男,德国,四川省宁波上海路30号6单元2134,"{""average_price"":637.66,""category"":""书籍"",""items"":[{""id"":908},{""id"":793},{""id"":121},{""id"":530},{""id"":826},{""id"":395},{""id"":869},{""id"":510},{""id"":506},{""id"":159}]}",False,2020-07-08,587,387-482-7104,四川省,宁波,False
6,2023-09-17T15:22:24+00:00,ypngbve,魏佳,xqujsqso@126.com,74,849000.0,男,中国,江西省台州工业路101号2单元1623,"{""average_price"":852.49,""category"":""食品"",""items"":[{""id"":351},{""id"":256},{""id"":179}]}",False,2021-09-01,672,455-232-7578,江西省,台州,False
7,2023-02-28T06:25:58+00:00,KBFYEUSBU,郝娜,cpqokuem@163.com,66,49000.0,女,法国,云南省惠州西湖路88号5单元139,"{""average_price"":328.78000000000003,""category"":""电子产品"",""items"":[{""id"":973},{""id"":226},{""id"":496},{""id"":158},{""id"":696},{""id"":286}]}",False,2020-05-16,624,998-655-1842,云南省,惠州,False
8,2023-12-08T19:45:29+00:00,kjmkgzk,贾玲,cjuedkaq@hotmail.com,90,522000.0,女,英国,上海市哈尔滨南京路100号5单元627,"{""average_price"":285.22,""category"":""食品"",""items"":[{""id"":435},{""id"":424},{""id"":306},{""id"":352},{""id"":606}]}",False,2022-03-14,781,814-208-5773,上海市,哈尔,False
9,2023-10-02T11:52:32+00:00,KYORF,赵俊,yxczxuqc@outlook.com,82,445000.0,女,英国,安徽省郑州朝阳路170号3单元1862,"{""average_price"":377.29,""category"":""家居"",""items"":[{""id"":202},{""id"":54},{""id"":387},{""id"":901},{""id"":535},{""id"":637}]}",False,2021-10-06,731,882-559-5557,安徽省,郑州,False
10,2024-08-17T07:00:17+00:00,EOCGW,朱勇,ubrcnydq@126.com,20,189000.0,男,美国,澳门特别行政区苏州文化路32号5单元787,"{""average_price"":518.86,""category"":""家居"",""items"":[{""id"":720},{""id"":550},{""id"":627},{""id"":674},{""id"":693},{""id"":484},{""id"":549},{""id"":19}]}",False,2023-10-28,317,975-821-6895,澳门特别行政区,苏州,False
11,2025-03-23T00:44:55+00:00,ihmeebf,蒋玉梅,vfkryuwl@126.com,63,719000.0,女,法国,陕西省泉州文化路87号3单元833,"{""average_price"":570.3399999999999,""category"":""家居"",""items"":[{""id"":602},{""id"":232},{""id"":625},{""id"":25}]}",False,2025-03-22,600,495-631-1143,陕西省,泉州,False
